"券商","買進","賣出","買賣超","佔成交比重","日期"
"永豐金-台中","0","73","73","15.11%","2017-9-15"
"統一","2","26","24","4.97%","2017-9-15"
"凱基-復興","0","20","20","4.14%","2017-9-15"
"統一-新竹","0","20","20","4.14%","2017-9-15"
"富邦-台北","0","12","12","2.48%","2017-9-15"
"永豐金-萬盛","0","11","11","2.28%","2017-9-15"
"凱基-中山","0","10","10","2.07%","2017-9-15"
"亞東","0","10","10","2.07%","2017-9-15"
"元大-淡水","0","10","10","2.07%","2017-9-15"
"港商德意志","0","10","10","2.07%","2017-9-15"
"凱基-大里","0","10","10","2.07%","2017-9-15"
"元大-新莊","0","10","10","2.07%","2017-9-15"
"中國信託-新竹","0","8","8","1.66%","2017-9-15"
"統一-台中","0","8","8","1.66%","2017-9-15"
"元富-延平","0","8","8","1.66%","2017-9-15"
"凱基-中山","0","73","73","15.11%","2017-9-18"
"港商德意志","2","26","24","4.97%","2017-9-18"
"福邦","0","20","20","4.14%","2017-9-18"
"凱基-大里","0","20","20","4.14%","2017-9-18"
"富邦-大同","0","12","12","2.48%","2017-9-18"
"新光","0","11","11","2.28%","2017-9-18"
"永豐金-板盛","0","10","10","2.07%","2017-9-18"
"日盛-土城","0","10","10","2.07%","2017-9-18"
"國票-安和","0","10","10","2.07%","2017-9-18"
"華南永昌-楠梓","0","10","10","2.07%","2017-9-18"
"日盛-板橋","0","10","10","2.07%","2017-9-18"
"統一-台中","0","10","10","2.07%","2017-9-18"
"永豐金-光復","0","8","8","1.66%","2017-9-18"
"兆豐-忠孝","0","8","8","1.66%","2017-9-18"
"國票-台中","0","8","8","1.66%","2017-9-18"
"凱基-信義","0","73","73","15.11%","2017-9-19"
"元大-開元","2","26","24","4.97%","2017-9-19"
"富邦-延吉","0","20","20","4.14%","2017-9-19"
"群益金鼎-台北","0","20","20","4.14%","2017-9-19"
"元富-古亭","0","12","12","2.48%","2017-9-19"
"兆豐-埔墘","0","11","11","2.28%","2017-9-19"
"國泰-板橋","0","10","10","2.07%","2017-9-19"
"日盛","0","10","10","2.07%","2017-9-19"
"統一-板橋","0","10","10","2.07%","2017-9-19"
"中國信託","0","10","10","2.07%","2017-9-19"
"統一-新竹","0","10","10","2.07%","2017-9-19"
"凱基-大里","0","10","10","2.07%","2017-9-19"
"富邦-台北","0","8","8","1.66%","2017-9-19"
"元富-西松","0","8","8","1.66%","2017-9-19"
"永豐金-內湖","0","8","8","1.66%","2017-9-19"
"凱基-復興","0","73","73","15.11%","2017-9-20"
"元大-信義","2","26","24","4.97%","2017-9-20"
"元大-八德","0","20","20","4.14%","2017-9-20"
"摩根大通","0","20","20","4.14%","2017-9-20"
"港商德意志","0","12","12","2.48%","2017-9-20"
"統一-新竹","0","11","11","2.28%","2017-9-20"
"凱基-大里","0","10","10","2.07%","2017-9-20"
"富邦-嘉義","0","10","10","2.07%","2017-9-20"
"元富-敦南","0","10","10","2.07%","2017-9-20"
"凱基-信義","0","10","10","2.07%","2017-9-20"
"元大-敦南","0","10","10","2.07%","2017-9-20"
"富邦-北投","0","10","10","2.07%","2017-9-20"
"統一-南京","0","8","8","1.66%","2017-9-20"
"元富-烏日","0","8","8","1.66%","2017-9-20"
"凱基-和平","0","8","8","1.66%","2017-9-20"
"永豐金-信義","0","73","73","15.11%","2017-9-21"
"華南永昌-大安","2","26","24","4.97%","2017-9-21"
"玉山-大里","0","20","20","4.14%","2017-9-21"
"宏遠-高雄","0","20","20","4.14%","2017-9-21"
"凱基-大里","0","12","12","2.48%","2017-9-21"
"凱基-信義","0","11","11","2.28%","2017-9-21"
"富邦-嘉義","0","10","10","2.07%","2017-9-21"
"康和","0","10","10","2.07%","2017-9-21"
"華南永昌-南京","0","10","10","2.07%","2017-9-21"
"統一-台中","0","10","10","2.07%","2017-9-21"
"統一-桃園","0","10","10","2.07%","2017-9-21"
"第一金-高雄","0","10","10","2.07%","2017-9-21"
"元大-開元","0","8","8","1.66%","2017-9-21"
"台灣摩根士丹利","0","8","8","1.66%","2017-9-21"
"凱基-台東","0","8","8","1.66%","2017-9-21"
"大展","0","73","73","15.11%","2017-9-22"
"元大-大雅","2","26","24","4.97%","2017-9-22"
"國泰-松江","0","20","20","4.14%","2017-9-22"
"港商德意志","0","20","20","4.14%","2017-9-22"
"群益金鼎-台北","0","12","12","2.48%","2017-9-22"
"美商高盛","0","11","11","2.28%","2017-9-22"
"富邦-延吉","0","10","10","2.07%","2017-9-22"
"美林","0","10","10","2.07%","2017-9-22"
"永豐金-信義","0","10","10","2.07%","2017-9-22"
"鑫豐","0","10","10","2.07%","2017-9-22"
"土銀-彰化","0","10","10","2.07%","2017-9-22"
"永豐金-古亭","0","10","10","2.07%","2017-9-22"
"統一-台中","0","8","8","1.66%","2017-9-22"
"富邦-敦南","0","8","8","1.66%","2017-9-22"
"台灣摩根士丹利","0","8","8","1.66%","2017-9-22"
"永豐金-經紀部","0","73","73","15.11%","2017-9-25"
"台灣摩根士丹利","2","26","24","4.97%","2017-9-25"
"康和-仁愛","0","20","20","4.14%","2017-9-25"
"元富","0","20","20","4.14%","2017-9-25"
"第一金-高雄","0","12","12","2.48%","2017-9-25"
"凱基-復興","0","11","11","2.28%","2017-9-25"
"永豐金-中正","0","10","10","2.07%","2017-9-25"
"日盛-內湖","0","10","10","2.07%","2017-9-25"
"日盛-復興","0","10","10","2.07%","2017-9-25"
"元大-敦化","0","10","10","2.07%","2017-9-25"
"統一-高雄","0","10","10","2.07%","2017-9-25"
"台新-復興","0","10","10","2.07%","2017-9-25"
"台新","0","8","8","1.66%","2017-9-25"
"統一-內湖","0","8","8","1.66%","2017-9-25"
"凱基-內湖","0","8","8","1.66%","2017-9-25"
"富邦-延吉","0","73","73","15.11%","2017-9-26"
"凱基-復興","2","26","24","4.97%","2017-9-26"
"元大-經紀部","0","20","20","4.14%","2017-9-26"
"富邦-新店","0","20","20","4.14%","2017-9-26"
"富邦-經紀","0","12","12","2.48%","2017-9-26"
"美林","0","11","11","2.28%","2017-9-26"
"群益金鼎-基隆","0","10","10","2.07%","2017-9-26"
"鑫豐","0","10","10","2.07%","2017-9-26"
"凱基-台北","0","10","10","2.07%","2017-9-26"
"富邦-世貿","0","10","10","2.07%","2017-9-26"
"兆豐-大同","0","10","10","2.07%","2017-9-26"
"元富-敦南","0","10","10","2.07%","2017-9-26"
"新加坡商瑞銀","0","8","8","1.66%","2017-9-26"
"中國信託-永康","0","8","8","1.66%","2017-9-26"
"福邦","0","8","8","1.66%","2017-9-26"
"日盛","0","73","73","15.11%","2017-9-27"
"大展","2","26","24","4.97%","2017-9-27"
"元富-延平","0","20","20","4.14%","2017-9-27"
"凱基-信義","0","20","20","4.14%","2017-9-27"
"(牛牛牛)亞-網路","0","12","12","2.48%","2017-9-27"
"元大-開元","0","11","11","2.28%","2017-9-27"
"台灣摩根士丹利","0","10","10","2.07%","2017-9-27"
"群益金鼎-民權","0","10","10","2.07%","2017-9-27"
"凱基-市府","0","10","10","2.07%","2017-9-27"
"永豐金-中和","0","10","10","2.07%","2017-9-27"
"中國信託-新竹","0","10","10","2.07%","2017-9-27"
"凱基-天母","0","10","10","2.07%","2017-9-27"
"富邦-敦南","0","8","8","1.66%","2017-9-27"
"永豐金-豐原","0","8","8","1.66%","2017-9-27"
"玉山-大里","0","8","8","1.66%","2017-9-27"
"港商德意志","0","73","73","15.11%","2017-9-28"
"富邦-經紀","2","26","24","4.97%","2017-9-28"
"光和-虎尾","0","20","20","4.14%","2017-9-28"
"富邦-嘉義","0","20","20","4.14%","2017-9-28"
"台新","0","12","12","2.48%","2017-9-28"
"康和","0","11","11","2.28%","2017-9-28"
"永豐金-桃園","0","10","10","2.07%","2017-9-28"
"台灣摩根士丹利","0","10","10","2.07%","2017-9-28"
"富邦-虎尾","0","10","10","2.07%","2017-9-28"
"元大-敦化","0","10","10","2.07%","2017-9-28"
"中國信託-永康","0","10","10","2.07%","2017-9-28"
"元富-虎尾","0","10","10","2.07%","2017-9-28"
"統一-桃園","0","8","8","1.66%","2017-9-28"
"元大-南海","0","8","8","1.66%","2017-9-28"
"永豐金-潮州","0","8","8","1.66%","2017-9-28"
"康和","0","73","73","15.11%","2017-9-29"
"凱基-信義","2","26","24","4.97%","2017-9-29"
"富邦-世貿","0","20","20","4.14%","2017-9-29"
"永豐金-信義","0","20","20","4.14%","2017-9-29"
"鑫豐","0","12","12","2.48%","2017-9-29"
"永豐金-經紀部","0","11","11","2.28%","2017-9-29"
"永豐金-中正","0","10","10","2.07%","2017-9-29"
"國泰-忠孝","0","10","10","2.07%","2017-9-29"
"華南永昌-大安","0","10","10","2.07%","2017-9-29"
"台灣摩根士丹利","0","10","10","2.07%","2017-9-29"
"永豐金-安和","0","10","10","2.07%","2017-9-29"
"凱基-竹科","0","10","10","2.07%","2017-9-29"
"元大-大同","0","8","8","1.66%","2017-9-29"
"元大-汐止","0","8","8","1.66%","2017-9-29"
"大慶-富順","0","8","8","1.66%","2017-9-29"
"富邦-新店","0","73","73","15.11%","2017-9-30"
"兆豐-北高雄","2","26","24","4.97%","2017-9-30"
"元大-開元","0","20","20","4.14%","2017-9-30"
"國票","0","20","20","4.14%","2017-9-30"
"凱基-總公司","0","12","12","2.48%","2017-9-30"
"群益金鼎-天母","0","11","11","2.28%","2017-9-30"
"國泰-館前","0","10","10","2.07%","2017-9-30"
"統一","0","10","10","2.07%","2017-9-30"
"國泰-台南","0","10","10","2.07%","2017-9-30"
"凱基-台北","0","10","10","2.07%","2017-9-30"
"凱基-彰化","0","10","10","2.07%","2017-9-30"
"中國信託-新竹","0","10","10","2.07%","2017-9-30"
"凱基-新豐","0","8","8","1.66%","2017-9-30"
"永豐金-板新","0","8","8","1.66%","2017-9-30"
"兆豐-松德","0","8","8","1.66%","2017-9-30"
"港商德意志","0","73","73","15.11%","2017-10-2"
"瑞士信貸","2","26","24","4.97%","2017-10-2"
"台灣摩根士丹利","0","20","20","4.14%","2017-10-2"
"(牛牛牛)亞-網路","0","20","20","4.14%","2017-10-2"
"玉山-新莊","0","12","12","2.48%","2017-10-2"
"港商野村","0","11","11","2.28%","2017-10-2"
"臺銀","0","10","10","2.07%","2017-10-2"
"凱基-復興","0","10","10","2.07%","2017-10-2"
"元大-信義","0","10","10","2.07%","2017-10-2"
"凱基-天母","0","10","10","2.07%","2017-10-2"
"元大-淡水","0","10","10","2.07%","2017-10-2"
"台新","0","10","10","2.07%","2017-10-2"
"國票-長城","0","8","8","1.66%","2017-10-2"
"宏遠-高雄","0","8","8","1.66%","2017-10-2"
"日盛-中和","0","8","8","1.66%","2017-10-2"
"玉山-大里","0","73","73","15.11%","2017-10-3"
"瑞士信貸","2","26","24","4.97%","2017-10-3"
"鑫豐","0","20","20","4.14%","2017-10-3"
"富邦-嘉義","0","20","20","4.14%","2017-10-3"
"大慶-泰山","0","12","12","2.48%","2017-10-3"
"台灣摩根士丹利","0","11","11","2.28%","2017-10-3"
"富邦-經紀","0","10","10","2.07%","2017-10-3"
"元大-承德","0","10","10","2.07%","2017-10-3"
"兆豐-高雄","0","10","10","2.07%","2017-10-3"
"富邦-虎尾","0","10","10","2.07%","2017-10-3"
"永豐金-虎尾","0","10","10","2.07%","2017-10-3"
"華南永昌-虎尾","0","10","10","2.07%","2017-10-3"
"兆豐-虎尾","0","8","8","1.66%","2017-10-3"
"元大-八德","0","8","8","1.66%","2017-10-3"
"兆豐-中壢","0","8","8","1.66%","2017-10-3"
"凱基-復興","0","73","73","15.11%","2017-10-5"
"華南永昌-和平","2","26","24","4.97%","2017-10-5"
"兆豐-中壢","0","20","20","4.14%","2017-10-5"
"富邦-嘉義","0","20","20","4.14%","2017-10-5"
"台灣摩根士丹利","0","12","12","2.48%","2017-10-5"
"康和","0","11","11","2.28%","2017-10-5"
"群益金鼎-台北","0","10","10","2.07%","2017-10-5"
"台新-復興","0","10","10","2.07%","2017-10-5"
"鑫豐","0","10","10","2.07%","2017-10-5"
"大展","0","10","10","2.07%","2017-10-5"
"統一-敦南","0","10","10","2.07%","2017-10-5"
"台新-五權(停)","0","10","10","2.07%","2017-10-5"
"中國信託-新竹","0","8","8","1.66%","2017-10-5"
"元大-西螺","0","8","8","1.66%","2017-10-5"
"富邦-花蓮","0","8","8","1.66%","2017-10-5"
"美林","0","73","73","15.11%","2017-10-6"
"永豐金-信義","2","26","24","4.97%","2017-10-6"
"統一-桃園","0","20","20","4.14%","2017-10-6"
"統一-台中","0","20","20","4.14%","2017-10-6"
"光和-虎尾","0","12","12","2.48%","2017-10-6"
"元大-開元","0","11","11","2.28%","2017-10-6"
"日盛-內湖","0","10","10","2.07%","2017-10-6"
"永豐金-板新","0","10","10","2.07%","2017-10-6"
"永豐金-竹科","0","10","10","2.07%","2017-10-6"
"大展","0","10","10","2.07%","2017-10-6"
"新光-高雄","0","10","10","2.07%","2017-10-6"
"統一-敦南","0","10","10","2.07%","2017-10-6"
"元大-華山","0","8","8","1.66%","2017-10-6"
"台灣摩根士丹利","0","8","8","1.66%","2017-10-6"
"瑞士信貸","0","8","8","1.66%","2017-10-6"
"日盛-內湖","0","73","73","15.11%","2017-10-11"
"凱基-復興","2","26","24","4.97%","2017-10-11"
"統一","0","20","20","4.14%","2017-10-11"
"元大-大雅","0","20","20","4.14%","2017-10-11"
"華南永昌-中正","0","12","12","2.48%","2017-10-11"
"港商法國興業","0","11","11","2.28%","2017-10-11"
"凱基-民權","0","10","10","2.07%","2017-10-11"
"元富-世貿","0","10","10","2.07%","2017-10-11"
"中國信託-雙和","0","10","10","2.07%","2017-10-11"
"土銀-彰化","0","10","10","2.07%","2017-10-11"
"群益金鼎-三民","0","10","10","2.07%","2017-10-11"
"元富-板橋","0","10","10","2.07%","2017-10-11"
"鑫豐","0","8","8","1.66%","2017-10-11"
"富邦-嘉義","0","8","8","1.66%","2017-10-11"
"永豐金-信義","0","8","8","1.66%","2017-10-11"
"凱基-東勢","0","73","73","15.11%","2017-10-12"
"群益金鼎-屏東","2","26","24","4.97%","2017-10-12"
"國票","0","20","20","4.14%","2017-10-12"
"台灣摩根士丹利","0","20","20","4.14%","2017-10-12"
"新光","0","12","12","2.48%","2017-10-12"
"聯邦-嘉義","0","11","11","2.28%","2017-10-12"
"元大-羅東","0","10","10","2.07%","2017-10-12"
"元富","0","10","10","2.07%","2017-10-12"
"富邦-經紀","0","10","10","2.07%","2017-10-12"
"日盛-中和","0","10","10","2.07%","2017-10-12"
"元大-經紀部","0","10","10","2.07%","2017-10-12"
"凱基-市府","0","10","10","2.07%","2017-10-12"
"永豐金-潮州","0","8","8","1.66%","2017-10-12"
"玉山-雙和","0","8","8","1.66%","2017-10-12"
"群益金鼎-忠孝","0","8","8","1.66%","2017-10-12"
"凱基-信義","0","73","73","15.11%","2017-10-13"
"瑞士信貸","2","26","24","4.97%","2017-10-13"
"台灣摩根士丹利","0","20","20","4.14%","2017-10-13"
"統一-桃園","0","20","20","4.14%","2017-10-13"
"美林","0","12","12","2.48%","2017-10-13"
"新光-桃園","0","11","11","2.28%","2017-10-13"
"元富-世貿","0","10","10","2.07%","2017-10-13"
"元大-水湳","0","10","10","2.07%","2017-10-13"
"福邦","0","10","10","2.07%","2017-10-13"
"元富-敦南","0","10","10","2.07%","2017-10-13"
"國泰","0","10","10","2.07%","2017-10-13"
"第一金-大稻埕","0","10","10","2.07%","2017-10-13"
"元富","0","8","8","1.66%","2017-10-13"
"玉山-雙和","0","8","8","1.66%","2017-10-13"
"永豐金-博愛","0","8","8","1.66%","2017-10-13"
"富邦-經紀","0","73","73","15.11%","2017-10-16"
"元大-南京","2","26","24","4.97%","2017-10-16"
"台灣摩根士丹利","0","20","20","4.14%","2017-10-16"
"國票-敦北法人","0","20","20","4.14%","2017-10-16"
"群益金鼎-基隆","0","12","12","2.48%","2017-10-16"
"永豐金-潮州","0","11","11","2.28%","2017-10-16"
"康和-內湖","0","10","10","2.07%","2017-10-16"
"瑞士信貸","0","10","10","2.07%","2017-10-16"
"兆豐-大同","0","10","10","2.07%","2017-10-16"
"國泰-館前","0","10","10","2.07%","2017-10-16"
"元大-楊梅","0","10","10","2.07%","2017-10-16"
"元富-板橋","0","10","10","2.07%","2017-10-16"
"元富-延平","0","8","8","1.66%","2017-10-16"
"台新","0","8","8","1.66%","2017-10-16"
"兆豐-台南","0","8","8","1.66%","2017-10-16"
"富邦-嘉義","0","73","73","15.11%","2017-10-17"
"美林","2","26","24","4.97%","2017-10-17"
"凱基-復興","0","20","20","4.14%","2017-10-17"
"元大-林園","0","20","20","4.14%","2017-10-17"
"台灣摩根士丹利","0","12","12","2.48%","2017-10-17"
"日盛-忠孝","0","11","11","2.28%","2017-10-17"
"臺銀-金山","0","10","10","2.07%","2017-10-17"
"群益金鼎-基隆","0","10","10","2.07%","2017-10-17"
"玉山-仁愛","0","10","10","2.07%","2017-10-17"
"統一-台中","0","10","10","2.07%","2017-10-17"
"瑞士信貸","0","10","10","2.07%","2017-10-17"
"國泰","0","10","10","2.07%","2017-10-17"
"凱基-敦北","0","8","8","1.66%","2017-10-17"
"群益金鼎-屏東","0","8","8","1.66%","2017-10-17"
"統一","0","8","8","1.66%","2017-10-17"
"永豐金-經紀部","0","73","73","15.11%","2017-10-18"
"新光","2","26","24","4.97%","2017-10-18"
"永豐金-古亭","0","20","20","4.14%","2017-10-18"
"日盛-大墩","0","20","20","4.14%","2017-10-18"
"第一金-高雄","0","12","12","2.48%","2017-10-18"
"統一-桃園","0","11","11","2.28%","2017-10-18"
"合庫-鳳山","0","10","10","2.07%","2017-10-18"
"台新-台中","0","10","10","2.07%","2017-10-18"
"元大-景美","0","10","10","2.07%","2017-10-18"
"兆豐-南門","0","10","10","2.07%","2017-10-18"
"國泰","0","10","10","2.07%","2017-10-18"
"元大-南屯","0","10","10","2.07%","2017-10-18"
"統一","0","8","8","1.66%","2017-10-18"
"群益金鼎-天母","0","8","8","1.66%","2017-10-18"
"摩根大通","0","8","8","1.66%","2017-10-18"
"新加坡商瑞銀","0","73","73","15.11%","2017-10-19"
"永豐金-中正","2","26","24","4.97%","2017-10-19"
"兆豐-桃園","0","20","20","4.14%","2017-10-19"
"新光","0","20","20","4.14%","2017-10-19"
"富邦-大同","0","12","12","2.48%","2017-10-19"
"兆豐-板橋","0","11","11","2.28%","2017-10-19"
"永豐金-嘉義","0","10","10","2.07%","2017-10-19"
"統一-桃園","0","10","10","2.07%","2017-10-19"
"富邦-延吉","0","10","10","2.07%","2017-10-19"
"玉山","0","10","10","2.07%","2017-10-19"
"玉山-新竹","0","10","10","2.07%","2017-10-19"
"臺銀-民權","0","10","10","2.07%","2017-10-19"
"新光-台中","0","8","8","1.66%","2017-10-19"
"國票-長城","0","8","8","1.66%","2017-10-19"
"凱基-高雄","0","8","8","1.66%","2017-10-19"
"日盛-大墩","0","73","73","15.11%","2017-10-20"
"新光","2","26","24","4.97%","2017-10-20"
"永豐金-嘉義","0","20","20","4.14%","2017-10-20"
"美商高盛","0","20","20","4.14%","2017-10-20"
"統一-桃園","0","12","12","2.48%","2017-10-20"
"華南永昌-中正","0","11","11","2.28%","2017-10-20"
"元大-水湳","0","10","10","2.07%","2017-10-20"
"富邦-經紀","0","10","10","2.07%","2017-10-20"
"元富","0","10","10","2.07%","2017-10-20"
"富邦-大同","0","10","10","2.07%","2017-10-20"
"兆豐-大安","0","10","10","2.07%","2017-10-20"
"統一","0","10","10","2.07%","2017-10-20"
"港商德意志","0","8","8","1.66%","2017-10-20"
"元富-延平","0","8","8","1.66%","2017-10-20"
"摩根大通","0","8","8","1.66%","2017-10-20"
"新光","0","73","73","15.11%","2017-10-23"
"元大-忠孝","2","26","24","4.97%","2017-10-23"
"兆豐-復興","0","20","20","4.14%","2017-10-23"
"富邦-大同","0","20","20","4.14%","2017-10-23"
"群益金鼎-天母","0","12","12","2.48%","2017-10-23"
"元大-大灣","0","11","11","2.28%","2017-10-23"
"台新","0","10","10","2.07%","2017-10-23"
"永豐金-敦南","0","10","10","2.07%","2017-10-23"
"玉山-南京東路","0","10","10","2.07%","2017-10-23"
"(牛牛牛)亞-網路","0","10","10","2.07%","2017-10-23"
"富邦-延吉","0","10","10","2.07%","2017-10-23"
"安泰-大發","0","10","10","2.07%","2017-10-23"
"國泰-館前","0","8","8","1.66%","2017-10-23"
"台新-左楠","0","8","8","1.66%","2017-10-23"
"新光-新竹","0","8","8","1.66%","2017-10-23"
"港商德意志","0","73","73","15.11%","2017-10-24"
"摩根大通","2","26","24","4.97%","2017-10-24"
"華南永昌-中正","0","20","20","4.14%","2017-10-24"
"國票-天祥","0","20","20","4.14%","2017-10-24"
"富邦-新店","0","12","12","2.48%","2017-10-24"
"華南永昌-麻豆","0","11","11","2.28%","2017-10-24"
"新光","0","10","10","2.07%","2017-10-24"
"凱基-市府","0","10","10","2.07%","2017-10-24"
"永豐金-三重","0","10","10","2.07%","2017-10-24"
"玉山-高雄","0","10","10","2.07%","2017-10-24"
"元大-華山","0","10","10","2.07%","2017-10-24"
"元大-北員林","0","10","10","2.07%","2017-10-24"
"玉山-雙和","0","8","8","1.66%","2017-10-24"
"凱基-延平","0","8","8","1.66%","2017-10-24"
