"券商","買進","賣出","買賣超","佔成交比重","日期"
"美商高盛","0","73","73","15.11%","2017-8-23"
"康和","29","0","29","6%","2017-8-23"
"台灣摩根士丹利","2","26","24","4.97%","2017-8-23"
"日盛-大墩","27","0","27","5.59%","2017-8-23"
"台新-新莊","0","20","20","4.14%","2017-8-23"
"群益金鼎-總公司","23","0","23","4.76%","2017-8-23"
"群益金鼎-屏東","0","20","20","4.14%","2017-8-23"
"富邦-新竹華信","15","0","15","3.11%","2017-8-23"
"臺銀-民權","0","12","12","2.48%","2017-8-23"
"台中銀-復興","13","0","13","2.69%","2017-8-23"
"國泰-館前","0","11","11","2.28%","2017-8-23"
"富邦-大同","16","5","11","2.28%","2017-8-23"
"元大-復北","0","10","10","2.07%","2017-8-23"
"永豐金-中壢","10","0","10","2.07%","2017-8-23"
"(牛牛牛)亞-網路","0","10","10","2.07%","2017-8-23"
"美林","10","0","10","2.07%","2017-8-23"
"大昌-安康","0","10","10","2.07%","2017-8-23"
"富邦-新店","10","0","10","2.07%","2017-8-23"
"永豐金-經紀部","0","10","10","2.07%","2017-8-23"
"統一-仁愛","10","0","10","2.07%","2017-8-23"
"瑞士信貸","0","10","10","2.07%","2017-8-23"
"日盛-八德","9","0","9","1.86%","2017-8-23"
"玉山-板橋","0","10","10","2.07%","2017-8-23"
"凱基-城中","10","1","9","1.86%","2017-8-23"
"凱基-士林","0","8","8","1.66%","2017-8-23"
"花旗環球","8","0","8","1.66%","2017-8-23"
"光和-嘉義","0","8","8","1.66%","2017-8-23"
"永豐金-中正","8","1","7","1.45%","2017-8-23"
"國泰-忠孝","0","8","8","1.66%","2017-8-23"
"統一-內湖","48","7","41","8.49%","2017-8-24"
"華南永昌","0","73","73","15.11%","2017-8-24"
"臺灣企銀-桃園","29","0","29","6%","2017-8-24"
"國票-北投","2","26","24","4.97%","2017-8-24"
"富邦-敦南","27","0","27","5.59%","2017-8-24"
"日盛-復興","0","20","20","4.14%","2017-8-24"
"大展","23","0","23","4.76%","2017-8-24"
"美林","0","20","20","4.14%","2017-8-24"
"康和","15","0","15","3.11%","2017-8-24"
"凱基-總公司","0","12","12","2.48%","2017-8-24"
"統一-敦南","13","0","13","2.69%","2017-8-24"
"富邦-經紀","0","11","11","2.28%","2017-8-24"
"群益金鼎-台北","16","5","11","2.28%","2017-8-24"
"永豐金-信義","0","10","10","2.07%","2017-8-24"
"日盛-大墩","10","0","10","2.07%","2017-8-24"
"安泰","0","10","10","2.07%","2017-8-24"
"中國信託","10","0","10","2.07%","2017-8-24"
"元大-向上","0","10","10","2.07%","2017-8-24"
"土銀-彰化","10","0","10","2.07%","2017-8-24"
"新光","0","10","10","2.07%","2017-8-24"
"瑞士信貸","10","0","10","2.07%","2017-8-24"
"元大-新竹經國","0","10","10","2.07%","2017-8-24"
"群益金鼎-中山","9","0","9","1.86%","2017-8-24"
"統一-仁愛","0","10","10","2.07%","2017-8-24"
"群益金鼎-南京","10","1","9","1.86%","2017-8-24"
"合庫- 台中","0","8","8","1.66%","2017-8-24"
"統一-中壢","8","0","8","1.66%","2017-8-24"
"日盛-樹林","0","8","8","1.66%","2017-8-24"
"國票-敦北法人","8","1","7","1.45%","2017-8-24"
"元大-館前","0","8","8","1.66%","2017-8-24"
"凱基-信義","48","7","41","8.49%","2017-8-25"
"元大-經紀部","0","73","73","15.11%","2017-8-25"
"富邦-大同","29","0","29","6%","2017-8-25"
"華南永昌-南京","2","26","24","4.97%","2017-8-25"
"凱基-中港","27","0","27","5.59%","2017-8-25"
"富邦-新竹華信","0","20","20","4.14%","2017-8-25"
"美商高盛","23","0","23","4.76%","2017-8-25"
"台新","0","20","20","4.14%","2017-8-25"
"台灣匯立證券","15","0","15","3.11%","2017-8-25"
"合庫證券","0","12","12","2.48%","2017-8-25"
"永豐金-信義","13","0","13","2.69%","2017-8-25"
"兆豐-鹿港","0","11","11","2.28%","2017-8-25"
"康和","16","5","11","2.28%","2017-8-25"
"永豐金-台南","0","10","10","2.07%","2017-8-25"
"台灣摩根士丹利","10","0","10","2.07%","2017-8-25"
"富邦-高雄","0","10","10","2.07%","2017-8-25"
"臺灣企銀-桃園","10","0","10","2.07%","2017-8-25"
"富邦-仁愛","0","10","10","2.07%","2017-8-25"
"永豐金-中正","10","0","10","2.07%","2017-8-25"
"兆豐-桃鶯","0","10","10","2.07%","2017-8-25"
"富邦-延吉","10","0","10","2.07%","2017-8-25"
"凱基-士林","0","10","10","2.07%","2017-8-25"
"大展","9","0","9","1.86%","2017-8-25"
"元富-大昌","0","10","10","2.07%","2017-8-25"
"元大-開元","10","1","9","1.86%","2017-8-25"
"元富-西松","0","8","8","1.66%","2017-8-25"
"玉山-新莊","8","0","8","1.66%","2017-8-25"
"永豐金-屏東","0","8","8","1.66%","2017-8-25"
"群益金鼎-崇德","8","1","7","1.45%","2017-8-25"
"凱基-延平","0","8","8","1.66%","2017-8-25"
"統一-南京","48","7","41","8.49%","2017-8-28"
"玉山-雙和","0","73","73","15.11%","2017-8-28"
"台灣摩根士丹利","29","0","29","6%","2017-8-28"
"摩根大通","2","26","24","4.97%","2017-8-28"
"華南永昌-大安","27","0","27","5.59%","2017-8-28"
"元大-復北","0","20","20","4.14%","2017-8-28"
"群益金鼎-總公司","23","0","23","4.76%","2017-8-28"
"凱基-中港","0","20","20","4.14%","2017-8-28"
"統一-內湖","15","0","15","3.11%","2017-8-28"
"富邦-仁愛","0","12","12","2.48%","2017-8-28"
"光和-虎尾","13","0","13","2.69%","2017-8-28"
"合庫證券","0","11","11","2.28%","2017-8-28"
"大展","16","5","11","2.28%","2017-8-28"
"元大-中和","0","10","10","2.07%","2017-8-28"
"元大-忠孝","10","0","10","2.07%","2017-8-28"
"元大-開元","0","10","10","2.07%","2017-8-28"
"日盛-大墩","10","0","10","2.07%","2017-8-28"
"元大-南京","0","10","10","2.07%","2017-8-28"
"美林","10","0","10","2.07%","2017-8-28"
"群益金鼎-中山","0","10","10","2.07%","2017-8-28"
"中國信託","10","0","10","2.07%","2017-8-28"
"永豐金-經紀部","0","10","10","2.07%","2017-8-28"
"第一金-安和","9","0","9","1.86%","2017-8-28"
"日盛-八德","0","10","10","2.07%","2017-8-28"
"元大-信義","10","1","9","1.86%","2017-8-28"
"群益金鼎-永和","0","8","8","1.66%","2017-8-28"
"統一-仁愛","8","0","8","1.66%","2017-8-28"
"國泰","0","8","8","1.66%","2017-8-28"
"台新","8","1","7","1.45%","2017-8-28"
"元大-高雄","0","8","8","1.66%","2017-8-28"
"元大","48","7","41","8.49%","2017-8-29"
"美林","0","73","73","15.11%","2017-8-29"
"統一-南京","29","0","29","6%","2017-8-29"
"光和-虎尾","2","26","24","4.97%","2017-8-29"
"富邦-敦南","27","0","27","5.59%","2017-8-29"
"統一","0","20","20","4.14%","2017-8-29"
"新光","23","0","23","4.76%","2017-8-29"
"國票-北投","0","20","20","4.14%","2017-8-29"
"台灣摩根士丹利","15","0","15","3.11%","2017-8-29"
"美商高盛","0","12","12","2.48%","2017-8-29"
"永豐金-經紀部","13","0","13","2.69%","2017-8-29"
"兆豐-城中","0","11","11","2.28%","2017-8-29"
"群益金鼎-台北","16","5","11","2.28%","2017-8-29"
"統一-仁愛","0","10","10","2.07%","2017-8-29"
"聯邦-嘉義","10","0","10","2.07%","2017-8-29"
"台中銀-復興","0","10","10","2.07%","2017-8-29"
"康和","10","0","10","2.07%","2017-8-29"
"國票-敦北法人","0","10","10","2.07%","2017-8-29"
"元富-古亭","10","0","10","2.07%","2017-8-29"
"凱基-士林","0","10","10","2.07%","2017-8-29"
"華南永昌-南京","10","0","10","2.07%","2017-8-29"
"群益金鼎-崇德","0","10","10","2.07%","2017-8-29"
"元大-土城永寧","9","0","9","1.86%","2017-8-29"
"日盛","0","10","10","2.07%","2017-8-29"
"華南永昌-和平","10","1","9","1.86%","2017-8-29"
"群益金鼎-總公司","0","8","8","1.66%","2017-8-29"
"元大-北成功","8","0","8","1.66%","2017-8-29"
"元富-虎尾","0","8","8","1.66%","2017-8-29"
"日盛-木柵","8","1","7","1.45%","2017-8-29"
"元大-博愛","0","8","8","1.66%","2017-8-29"
"統一-板橋","48","7","41","8.49%","2017-8-30"
"統一-新台中","0","73","73","15.11%","2017-8-30"
"統一-南京","29","0","29","6%","2017-8-30"
"永豐金-豐原","2","26","24","4.97%","2017-8-30"
"凱基-復興","27","0","27","5.59%","2017-8-30"
"合庫證券","0","20","20","4.14%","2017-8-30"
"永豐金-信義","23","0","23","4.76%","2017-8-30"
"摩根大通","0","20","20","4.14%","2017-8-30"
"永豐金-經紀部","15","0","15","3.11%","2017-8-30"
"康和","0","12","12","2.48%","2017-8-30"
"第一金-高雄","13","0","13","2.69%","2017-8-30"
"統一-台中","0","11","11","2.28%","2017-8-30"
"元大-開元","16","5","11","2.28%","2017-8-30"
"群益金鼎-台中","0","10","10","2.07%","2017-8-30"
"元大","10","0","10","2.07%","2017-8-30"
"統一-桃園","0","10","10","2.07%","2017-8-30"
"國泰-忠孝","10","0","10","2.07%","2017-8-30"
"群益金鼎-東湖","0","10","10","2.07%","2017-8-30"
"富邦-經紀","10","0","10","2.07%","2017-8-30"
"群益金鼎-總公司","0","10","10","2.07%","2017-8-30"
"中國信託-新竹","10","0","10","2.07%","2017-8-30"
"日盛-復興","0","10","10","2.07%","2017-8-30"
"群益金鼎-屏東","9","0","9","1.86%","2017-8-30"
"福勝","0","10","10","2.07%","2017-8-30"
"日盛-大墩","10","1","9","1.86%","2017-8-30"
"華南永昌-南京","0","8","8","1.66%","2017-8-30"
"聯邦-嘉義","8","0","8","1.66%","2017-8-30"
"富邦-敦南","0","8","8","1.66%","2017-8-30"
"富邦-延吉","8","1","7","1.45%","2017-8-30"
"元富-古亭","0","8","8","1.66%","2017-8-30"
"元大","48","7","41","8.49%","2017-8-31"
"台新","0","73","73","15.11%","2017-8-31"
"大展","29","0","29","6%","2017-8-31"
"凱基-建成","2","26","24","4.97%","2017-8-31"
"富邦-世貿","27","0","27","5.59%","2017-8-31"
"新加坡商瑞銀","0","20","20","4.14%","2017-8-31"
"凱基-七賢","23","0","23","4.76%","2017-8-31"
"合庫證券","0","20","20","4.14%","2017-8-31"
"統一-板橋","15","0","15","3.11%","2017-8-31"
"統一-台中","0","12","12","2.48%","2017-8-31"
"台灣摩根士丹利","13","0","13","2.69%","2017-8-31"
"華南永昌-內壢","0","11","11","2.28%","2017-8-31"
"統一","16","5","11","2.28%","2017-8-31"
"美商高盛","0","10","10","2.07%","2017-8-31"
"台中銀-復興","10","0","10","2.07%","2017-8-31"
"凱基-永華","0","10","10","2.07%","2017-8-31"
"元大-嘉義","10","0","10","2.07%","2017-8-31"
"元富-宜蘭","0","10","10","2.07%","2017-8-31"
"中國信託","10","0","10","2.07%","2017-8-31"
"玉山-高雄","0","10","10","2.07%","2017-8-31"
"凱基-中港","10","0","10","2.07%","2017-8-31"
"台新-新莊","0","10","10","2.07%","2017-8-31"
"國泰","9","0","9","1.86%","2017-8-31"
"第一金-高雄","0","10","10","2.07%","2017-8-31"
"國泰-松江","10","1","9","1.86%","2017-8-31"
"兆豐-新營","0","8","8","1.66%","2017-8-31"
"日盛","8","0","8","1.66%","2017-8-31"
"統一-高雄","0","8","8","1.66%","2017-8-31"
"統一-新竹","8","1","7","1.45%","2017-8-31"
"康和","0","8","8","1.66%","2017-8-31"
"元大","48","7","41","8.49%","2017-9-1"
"元大-開元","0","73","73","15.11%","2017-9-1"
"統一","29","0","29","6%","2017-9-1"
"盈溢-籬子內","2","26","24","4.97%","2017-9-1"
"大鼎","27","0","27","5.59%","2017-9-1"
"合庫證券","0","20","20","4.14%","2017-9-1"
"國泰","23","0","23","4.76%","2017-9-1"
"日盛-景美","0","20","20","4.14%","2017-9-1"
"國泰-松江","15","0","15","3.11%","2017-9-1"
"台新","0","12","12","2.48%","2017-9-1"
"光和-虎尾","13","0","13","2.69%","2017-9-1"
"台灣摩根士丹利","0","11","11","2.28%","2017-9-1"
"富邦-虎尾","16","5","11","2.28%","2017-9-1"
"統一-桃園","0","10","10","2.07%","2017-9-1"
"(牛牛牛)亞-網路","10","0","10","2.07%","2017-9-1"
"統一-新竹","0","10","10","2.07%","2017-9-1"
"元富","10","0","10","2.07%","2017-9-1"
"富邦-大同","0","10","10","2.07%","2017-9-1"
"永豐金-敦南","10","0","10","2.07%","2017-9-1"
"玉山-城中","0","10","10","2.07%","2017-9-1"
"凱基-復興","10","0","10","2.07%","2017-9-1"
"日盛-復興","0","10","10","2.07%","2017-9-1"
"大展","9","0","9","1.86%","2017-9-1"
"第一金-經紀部","0","10","10","2.07%","2017-9-1"
"康和","10","1","9","1.86%","2017-9-1"
"福勝","0","8","8","1.66%","2017-9-1"
"富邦-世貿","8","0","8","1.66%","2017-9-1"
"凱基-中港","0","8","8","1.66%","2017-9-1"
"凱基-大直","8","1","7","1.45%","2017-9-1"
"元大-新和平","0","8","8","1.66%","2017-9-1"
"元富","48","7","41","8.49%","2017-9-4"
"統一","0","73","73","15.11%","2017-9-4"
"永豐金-內湖","29","0","29","6%","2017-9-4"
"統一-台中","2","26","24","4.97%","2017-9-4"
"凱基-復興","27","0","27","5.59%","2017-9-4"
"台灣摩根士丹利","0","20","20","4.14%","2017-9-4"
"元大-八德","23","0","23","4.76%","2017-9-4"
"富邦-虎尾","0","20","20","4.14%","2017-9-4"
"華南永昌","15","0","15","3.11%","2017-9-4"
"台中銀-復興","0","12","12","2.48%","2017-9-4"
"富邦-延吉","13","0","13","2.69%","2017-9-4"
"永豐金-經紀部","0","11","11","2.28%","2017-9-4"
"永豐金-信義","16","5","11","2.28%","2017-9-4"
"合庫證券","0","10","10","2.07%","2017-9-4"
"元大-敦化","10","0","10","2.07%","2017-9-4"
"群益金鼎-民權","0","10","10","2.07%","2017-9-4"
"國票-敦北法人","10","0","10","2.07%","2017-9-4"
"兆豐-虎尾","0","10","10","2.07%","2017-9-4"
"凱基-彰化","10","0","10","2.07%","2017-9-4"
"富邦-台中","0","10","10","2.07%","2017-9-4"
"(牛牛牛)亞-網路","10","0","10","2.07%","2017-9-4"
"元富-四維","0","10","10","2.07%","2017-9-4"
"凱基-七賢","9","0","9","1.86%","2017-9-4"
"永豐金-天母","0","10","10","2.07%","2017-9-4"
"中國信託-新竹","10","1","9","1.86%","2017-9-4"
"國票-九鼎","0","8","8","1.66%","2017-9-4"
"兆豐-桃鶯","8","0","8","1.66%","2017-9-4"
"永豐金-忠孝","0","8","8","1.66%","2017-9-4"
"富邦-新店","8","1","7","1.45%","2017-9-4"
"台新-五權(停)","0","8","8","1.66%","2017-9-4"
"兆豐-埔墘","48","7","41","8.49%","2017-9-5"
"凱基-大里","0","73","73","15.11%","2017-9-5"
"富邦-延吉","29","0","29","6%","2017-9-5"
"富邦-經紀","2","26","24","4.97%","2017-9-5"
"台新","27","0","27","5.59%","2017-9-5"
"永豐金-內湖","0","20","20","4.14%","2017-9-5"
"第一金-高雄","23","0","23","4.76%","2017-9-5"
"華南永昌-南京","0","20","20","4.14%","2017-9-5"
"宏遠-高雄","15","0","15","3.11%","2017-9-5"
"元大-信義","0","12","12","2.48%","2017-9-5"
"元大-八德","13","0","13","2.69%","2017-9-5"
"大鼎","0","11","11","2.28%","2017-9-5"
"台新-高雄","16","5","11","2.28%","2017-9-5"
"合庫證券","0","10","10","2.07%","2017-9-5"
"新光","10","0","10","2.07%","2017-9-5"
"群益金鼎-台中","0","10","10","2.07%","2017-9-5"
"凱基-虎尾","10","0","10","2.07%","2017-9-5"
"統一-台中","0","10","10","2.07%","2017-9-5"
"富邦-新店","10","0","10","2.07%","2017-9-5"
"元大-水湳","0","10","10","2.07%","2017-9-5"
"元大-板橋","10","0","10","2.07%","2017-9-5"
"凱基-站前","0","10","10","2.07%","2017-9-5"
"國泰-忠孝","9","0","9","1.86%","2017-9-5"
"台中銀-復興","0","10","10","2.07%","2017-9-5"
"富邦-建國","10","1","9","1.86%","2017-9-5"
"國票-長城","0","8","8","1.66%","2017-9-5"
"中國信託-新竹","8","0","8","1.66%","2017-9-5"
"群益金鼎-經國","0","8","8","1.66%","2017-9-5"
"新光-新竹","8","1","7","1.45%","2017-9-5"
"光和-虎尾","0","8","8","1.66%","2017-9-5"
"元大","48","7","41","8.49%","2017-9-6"
"大慶-中壢","0","73","73","15.11%","2017-9-6"
"港商德意志","29","0","29","6%","2017-9-6"
"凱基-大里","2","26","24","4.97%","2017-9-6"
"宏遠-高雄","27","0","27","5.59%","2017-9-6"
"合庫證券","0","20","20","4.14%","2017-9-6"
"台灣摩根士丹利","23","0","23","4.76%","2017-9-6"
"台中銀-復興","0","20","20","4.14%","2017-9-6"
"統一-板橋","15","0","15","3.11%","2017-9-6"
"凱基-復興","0","12","12","2.48%","2017-9-6"
"富邦-世貿","13","0","13","2.69%","2017-9-6"
"永豐金-萬盛","0","11","11","2.28%","2017-9-6"
"國泰-松江","16","5","11","2.28%","2017-9-6"
"統一-內湖","0","10","10","2.07%","2017-9-6"
"元大-開元","10","0","10","2.07%","2017-9-6"
"群益金鼎-台北","0","10","10","2.07%","2017-9-6"
"兆豐-東門","10","0","10","2.07%","2017-9-6"
"元富-吉利","0","10","10","2.07%","2017-9-6"
"康和","10","0","10","2.07%","2017-9-6"
"統一-敦南","0","10","10","2.07%","2017-9-6"
"元大-復北","10","0","10","2.07%","2017-9-6"
"統一-台中","0","10","10","2.07%","2017-9-6"
"富邦-延吉","9","0","9","1.86%","2017-9-6"
"統一","0","10","10","2.07%","2017-9-6"
"群益金鼎-大安","10","1","9","1.86%","2017-9-6"
"大鼎","0","8","8","1.66%","2017-9-6"
"國泰-忠孝","8","0","8","1.66%","2017-9-6"
"元富-敦南","0","8","8","1.66%","2017-9-6"
"中國信託-新竹","8","1","7","1.45%","2017-9-6"
"第一金-安和","0","8","8","1.66%","2017-9-6"
"統一","48","7","41","8.49%","2017-9-7"
"元大-南京","0","73","73","15.11%","2017-9-7"
"兆豐-東門","29","0","29","6%","2017-9-7"
"凱基-信義","2","26","24","4.97%","2017-9-7"
"永豐金-萬盛","27","0","27","5.59%","2017-9-7"
"永豐金-敦南","0","20","20","4.14%","2017-9-7"
"永豐金-信義","23","0","23","4.76%","2017-9-7"
"元大-花蓮","0","20","20","4.14%","2017-9-7"
"大展","15","0","15","3.11%","2017-9-7"
"群益金鼎-大安","0","12","12","2.48%","2017-9-7"
"台新-左楠","13","0","13","2.69%","2017-9-7"
"永豐金","0","11","11","2.28%","2017-9-7"
"(牛牛牛)亞-網路","16","5","11","2.28%","2017-9-7"
"康和","0","10","10","2.07%","2017-9-7"
"元大-信義","10","0","10","2.07%","2017-9-7"
"元大-大里德芳","0","10","10","2.07%","2017-9-7"
"康和-仁愛","10","0","10","2.07%","2017-9-7"
"富邦-台北","0","10","10","2.07%","2017-9-7"
"永豐金-台中","10","0","10","2.07%","2017-9-7"
"元大-內湖","0","10","10","2.07%","2017-9-7"
"港商德意志","10","0","10","2.07%","2017-9-7"
"富邦-世貿","0","10","10","2.07%","2017-9-7"
"富邦-嘉義","9","0","9","1.86%","2017-9-7"
"凱基-彰化","0","10","10","2.07%","2017-9-7"
"元大","10","1","9","1.86%","2017-9-7"
"永豐金-中壢","0","8","8","1.66%","2017-9-7"
"中國信託-新竹","8","0","8","1.66%","2017-9-7"
"元大-仁愛","0","8","8","1.66%","2017-9-7"
"日盛","8","1","7","1.45%","2017-9-7"
"國票","0","8","8","1.66%","2017-9-7"
"統一","48","7","41","8.49%","2017-9-8"
"國票-嘉義","0","73","73","15.11%","2017-9-8"
"元大","29","0","29","6%","2017-9-8"
"統一-中壢","2","26","24","4.97%","2017-9-8"
"永豐金-信義","27","0","27","5.59%","2017-9-8"
"元大-南京","0","20","20","4.14%","2017-9-8"
"大展","23","0","23","4.76%","2017-9-8"
"凱基-中山","0","20","20","4.14%","2017-9-8"
"元大-嘉義","15","0","15","3.11%","2017-9-8"
"凱基-永華","0","12","12","2.48%","2017-9-8"
"國泰-忠孝","13","0","13","2.69%","2017-9-8"
"元大-景美","0","11","11","2.28%","2017-9-8"
"港商德意志","16","5","11","2.28%","2017-9-8"
"凱基-大里","0","10","10","2.07%","2017-9-8"
"永豐金-敦南","10","0","10","2.07%","2017-9-8"
"統一-台中","0","10","10","2.07%","2017-9-8"
"富邦-台北","10","0","10","2.07%","2017-9-8"
"元富-烏日","0","10","10","2.07%","2017-9-8"
"(牛牛牛)亞-網路","10","0","10","2.07%","2017-9-8"
"康和","0","10","10","2.07%","2017-9-8"
"永豐金-台中","10","0","10","2.07%","2017-9-8"
"永豐金-忠孝","0","10","10","2.07%","2017-9-8"
"日盛","9","0","9","1.86%","2017-9-8"
"永豐金-板盛","0","10","10","2.07%","2017-9-8"
"統一-土城","10","1","9","1.86%","2017-9-8"
"新光","0","8","8","1.66%","2017-9-8"
"永豐金-嘉義","8","0","8","1.66%","2017-9-8"
"群益金鼎-嘉義","0","8","8","1.66%","2017-9-8"
"元大-經紀部","8","1","7","1.45%","2017-9-8"
"群益金鼎-東門","0","8","8","1.66%","2017-9-8"
"元大-嘉義","48","7","41","8.49%","2017-9-11"
"新加坡商瑞銀","0","73","73","15.11%","2017-9-11"
"兆豐-東門","29","0","29","6%","2017-9-11"
"台新-左楠","2","26","24","4.97%","2017-9-11"
"凱基-市政","27","0","27","5.59%","2017-9-11"
"永豐金-敦南","0","20","20","4.14%","2017-9-11"
"永豐金-板盛","23","0","23","4.76%","2017-9-11"
"凱基-總公司","0","20","20","4.14%","2017-9-11"
"永豐金-嘉義","15","0","15","3.11%","2017-9-11"
"元大-南京","0","12","12","2.48%","2017-9-11"
